bibkey,type,title,authors,doi,gs_citations,journal
Teus15a,article,OCT Angiography Compared to Fluorescein and Indocyanine Green Angiography in Chronic Central Serous Chorioretinopathy,"Teussink, Michel M. and Breukink, Myrte B. and van Grinsven, Mark J J P. and Hoyng, Carel B. and Klevering, B Jeroen and Boon, Camiel J F. and de Jong, Eiko K. and Theelen, Thomas",10.1167/iovs.15-17140,,IOVS
Teuw14,article,A note on Gaussian maximal function,"Teuwen, J.",10.1016/j.indag.2014.07.017,,INDAMAT
Teuw16,phdthesis,Shedding new light on gaussian harmonic analysis,"Teuwen, J.",10.4233/uuid:bcfb2d09-5828-4ad8-bfe6-e6cfe3b83c3f,,PhD thesis
Teuw16b,article,On the integral kernels of derivatives of the Ornstein-Uhlenbeck semigroup,"Teuwen, J.",10.1142/S0219025716500302,,IDAQPRT
Teuw17b,conference,Automated pre-selection of mammograms without abnormalities using deep learning,Jonas Teuwen and Michel Kallenberg and Albert Gubern-Merida and Alejandro Rodriguez-Ruiz and Nico Karssemeijer and Ritse Mann,,,
Teuw18,article,On Maximum Focused Electric Energy in Bounded Regions,Jonas Teuwen and Paul Urbach,,,arXiv:1801.02450
Thee20,article,Artificial intelligence for eye care,"Thee, Eric F. and Luttikhuizen, Daniel T. and Lemij, Hans G. and Verbraak, Frank D. and S\'{a}nchez, Clara I. and Klaver, Caroline C.W.",,,NTVG
Timp02,inproceedings,Analysis of changes in masses using contrast and size measures,S. Timp and N. Karssemeijer and J. Hendriks,10.1007/978-3-642-59327-7_58,10,
Timp04,article,A new {2D} segmentation method based on dynamic programming applied to computer aided detection in mammography,"Timp, Sheila and Karssemeijer, Nico",10.1118/1.1688039,220,MP
Timp05,article,A regional registration method to find corresponding mass lesions in temporal mammogram pairs,S. Timp and S. van Engeland and N. Karssemeijer,10.1118/1.1984323,31,MP
Timp06,article,Interval change analysis to improve computer aided detection in mammography,S. Timp and N. Karssemeijer,10.1016/j.media.2005.03.007,59,MIA
Timp06a,phdthesis,Analysis of Temporal Mammogram Pairs to Detect and Characterise Mass Lesions,S. Timp,,,PhD thesis
Timp07,article,Temporal change analysis for characterization of mass lesions in mammography,S. Timp and C. Varela and N. Karssemeijer,10.1109/TMI.2007.897392,90,TMI
Timp10,article,Computer-aided diagnosis with temporal analysis to improve radiologists' interpretation of mammographic mass lesions,Sheila Timp and Celia Varela and Nico Karssemeijer,10.1109/TITB.2010.2043296,24,TITB
Tom22a,conference,AI-assisted analysis of CT perfusion to predict response in patients with pancreatic adenocarcinoma,"Perik, Tom and Hermans, John and Huisman, Henkjan",,,
Trom12,inproceedings,A Hypothesis-Test Framework for Quantitative Lesion Detection and Diagnosis,Christopher Tromans and Guido van Schie and Nico Karssemeijer and Michael Brady,10.1007/978-3-642-31271-7_59,3,
Turn21,article,Mini Review: The Last Mile-Opportunities and Challenges for Machine Learning in Digital Toxicologic Pathology.,"Turner, Oliver C and Knight, Brian and Zuraw, Aleksandra and Litjens, Geert and Rudmann, Daniel G",10.1177/0192623321990375,,TP
Twil21,article,,,,,
Twil23a,conference,Diagnostic Value of Dynamic Contrast-Enhanced MRI for the Detection of Clinically Significant Prostate Cancer in a Multi-Reader Study: Preliminary Results from the PI-CAI Consortium,Jasper Twilt and Anindo Saha and Joeran Bosma and Bram van Ginneken and Derya Yakar and Mattijs Elschot and Jeroen Veltman and Jurgen Fütterer and Henkjan Huisman and Maarten de Rooij,,,
Twil23b,conference,EAU Plenary Gamechanging Session - Artificial Intelligence and Radiologists at Prostate Cancer Detection in MRI: Preliminary Results from the PI-CAI Challenge,Jasper Twilt and Anindo Saha and Joeran Bosma and Bram van Ginneken and Derya Yakar and Mattijs Elschot and Jeroen Veltman and Jurgen Fütterer and Henkjan Huisman and Maarten de Rooij,,,
Uden15,conference,Both {WMH} increase and decline increase the risk of incident dementia; a prospective cohort study: the RUN DMC study,I. van Uden and H.M. van der Holst and A.M. Tuladhar and A.G.W. van Norden and K. de Laat and R. Arntz and M. Ghafoorian and B. Platel and J.A.H.R. Claassen and R.P.C. Kessels and E.J. van Dijk and F.E. de Leeuw,,,
Uffm04,article,Skeletal applications for flat-panel versus storage-phosphor radiography: effect of exposure on detection of low-contrast details,"Uffmann, Martin and Schaefer-Prokop, Cornelia and Neitzel, Ulrich and Weber, Michael and Herold, Christian J. and Prokop, Mathias",10.1148/radiol.2312021662,33,Radiology
Uffm04a,article,[Radiological diagnostics of Hodgkin- and non-Hodgkin lymphomas of the thorax],"Uffmann, M. and Schaefer-Prokop, C.",10.1007/s00117-004-1059-z,,Radiologe
Uffm05,article,Soft-copy reading of digital chest radiographs: effect of ambient light and automatic optimization of monitor luminance,"Uffmann, Martin and Prokop, Mathias and Kupper, Walter and Mang, Thomas and Fiedler, Volker and Schaefer-Prokop, Cornelia",,40,IR
Uffm05a,article,Computed radiography and direct radiography: influence of acquisition dose on the detection of simulated lung lesions,"Uffmann, Martin and Prokop, Mathias and Eisenhuber, Edith and Fuchsj\""ager, Michael and Weber, Michael and Schaefer-Prokop, Cornelia",,25,IR
Uffm05b,article,Flat-panel-detector chest radiography: effect of tube voltage on image quality,"Uffmann, Martin and Neitzel, Ulrich and Prokop, Mathias and Kabalan, Nahla and Weber, Michael and Herold, Christian J. and Schaefer-Prokop, Cornelia",10.1148/radiol.2352031730,68,Radiology
Uffm08,article,[Balance of required dose and image quality in digital radiography],"Uffmann, M. and Schaefer-Prokop, C. and Neitzel, U.",10.1007/s00117-008-1617-x,,Radiologe
Uffm09,article,Digital radiography: the balance between image quality and required radiation dose,"Uffmann, Martin and Schaefer-Prokop, Cornelia",10.1016/j.ejrad.2009.05.060,,EJR
Vala19,mastersthesis,Analysis and endotracheal tube detection in chest x-rays using deep learning,"Valacchi, Lorenzo",,,Master thesis
Valk19,conference,Familial discordance in disease phenotype in siblings with Stargardt disease,"Dyon Valkenburg and Esmee Runhart and Bart Liefers and Stanley Lambertus and S\'{a}nchez, Clara I. and Cremers, Frans P. and Nathalie M, Bax and Hoyng, Carel C B",,,
Valk19a,article,Highly variable disease courses in siblings with {Stargardt} disease,"Valkenburg, Dyon and Runhart, Esmee H and Bax, Nathalie M and Liefers, Bart and Lambertus, Stanley L and S\'{a}nchez, Clara I. and Cremers, Frans PM and Hoyng, Carel B",10.1016/j.ophtha.2019.07.010,,Ophthalmology
Vare03,inproceedings,Mammographic mass characterization using sharpness and lobulation measures,C. Varela and J. M. Muller and N. Karssemeijer,10.1117/12.480161,2,
Vare05,article,Use of prior mammograms in the classification of benign and malignant masses,C. Varela and N. Karssemeijer and J. H. C. L. Hendriks and R. Holland,10.1016/j.ejrad.2005.04.007,46,EJR
Vare06,article,Use of border information in the classification of mammographic masses,C. Varela and S. Timp and N. Karssemeijer,10.1088/0031-9155/51/2/016,103,PMB
Veld00,article,Automated classification of clustered microcalcifications into malignant and benign types,W. J. Veldkamp and N. Karssemeijer and J. D. Otten and J. H. Hendriks,10.1118/1.1318221,133,MP
Veld00a,article,Normalization of local contrast in mammograms,W. J. Veldkamp and N. Karssemeijer,10.1109/42.875197,88,TMI
Veld00b,phdthesis,Computer Aided Characterization of Microcalcification Clusters in Mammograms,W. J. H. Veldkamp,,,PhD thesis
Veld99a,inproceedings,Improved method for detection of microcalcification clusters in digital mammograms,Wouter J. H. Veldkamp and Nico Karssemeijer,10.1117/12.348607,30,
Vele21,article,Volumetric evaluation of CT images of adrenal glands in primary aldosteronism.,"Velema, M S and Canu, L and Dekkers, T and Hermus, A R M M and Timmers, H J L M and Schultze Kool, L J and Groenewoud, H J M M and Jacobs, C and Deinum, J and SPARTACUS Investigators",10.1007/s40618-021-01540-5,,Journal of endocrinological investigation
Veli07,inproceedings,Bayesian {N}etwork {D}ecomposition for {M}odeling {B}reast {C}ancer {D}etection,M. Velikova and N. de Carvalho Ferreira and P. Lucas,10.1007/978-3-540-73599-1_47,,
Veli08,inproceedings,A decision support system for breast cancer detection in screening programs,"Velikova, Marina and Lucas, Peter J. F. and Ferreira, Nivea and Samulski, Maurice and Karssemeijer, Nico",,15,
Veli08a,inproceedings,Partially {M}onotone {N}etworks {A}pplied to {B}reast {C}ancer {D}etection on {M}ammograms,"Velikova, Marina and Daniels, Hennie and Samulski, Maurice",10.1007/978-3-540-87536-9_94,,
Veli08d,inproceedings,Toward {E}xpert {K}nowledge {R}epresentation for {A}utomatic {B}reast {C}ancer {D}etection,"Velikova, Marina and Samulski, Maurice and Karssemeijer, Nico and Lucas, Peter",10.1007/978-3-540-85776-1_28,4,
Veli09,article,Improved mammographic {CAD} performance using multi-view information: a {B}ayesian network framework,M. Velikova and M. Samulski and P. J. F. Lucas and N. Karssemeijer,10.1088/0031-9155/54/5/003,62,PMB
Veli09a,inproceedings,Causal {P}robabilistic {M}odelling for {T}wo-{V}iew {M}ammographic {A}nalysis,"Velikova, Marina and Samulski, Maurice and Lucas, Peter J. and Karssemeijer, Nico",10.1007/978-3-642-02976-9_56,2,
Veli10,inbook,An Advanced Probabilistic Framework for Assisting Screening Mammogram Interpretation,"Velikova, M. and Ferreira, N. and Samulski, M. and Lucas, P. and Karssemeijer, N.",10.1007/978-3-642-14464-6_17,1,
Veli10a,inproceedings,Using local context information to improve automatic mammographic mass detection,M. Velikova and P. J. F. Lucas and N. Karssemeijer,10.3233/978-1-60750-588-4-1291,1,
Veli12,article,A probabilistic framework for image information fusion with an application to mammographic analysis,"Velikova, Marina and Lucas, Peter J F. and Samulski, Maurice and Karssemeijer, Nico",10.1016/j.media.2012.01.003,30,MIA
Veli13,article,On the interplay of machine learning and background knowledge in image interpretation by Bayesian Networks,"Velikova, Marina and Lucas, Peter J F. and Samulski, Maurice and Karssemeijer, Nico",10.1016/j.artmed.2012.12.004,36,AIM
Velt08,article,Contrast-enhanced magnetic resonance imaging of the breast: the value of pharmacokinetic parameters derived from fast dynamic imaging during initial enhancement in classifying lesions,J. Veltman and M. Stoutjesdijk and R. Mann and H. J. Huisman and J. O. Barentsz and J. G. Blickman and C. Boetes,10.1007/s00330-008-0870-8,70,ER
Velz19,inproceedings,Direct prediction of cardiovascular mortality from low-dose chest {CT} using deep learning,Sanne van Velzen and Majd Zreik and Nikolas Lessmann and Max A. Viergever and Pim A. de Jong and Helena M. Verkooijen and Ivana I{\v{s}}gum,10.1117/12.2512400,,
Velz19a,conference,Automatic prediction of coronary heart disease events using coronary and thoracic aorta calcium among african americans in the {Jackson Heart Study,"van Velzen, Sanne G. M. and Terry, James G. and de Vos, Bob D. and Lessmann, Nikolas and Nair, Sangeeta and Correa, Adolfo and Verkooijen, Helena M. and Carr, John J. and Isgum, Ivana",,,
Velz19c,conference,Deep learning for calcium scoring in radiotherapy treatment planning {CT} scans in breast cancer patients,"van Velzen, Sanne G. M. and Lessmann, Nikolas and Emaus, Marleen and van den Bongard, H. J. G. D. and Verkooijen, Helena M. and Isgum, Ivana",,,
Velz20,article,Deep learning for automatic calcium scoring in {CT}: Validation using multiple cardiac {CT} and chest {CT} protocols,Sanne G. M. van Velzen and Nikolas Lessmann and Birgitta K. Velthuis and Ingrid E. M. Bank and Desiree H. J. G. van den Bongard and Tim Leiner and Pim A. de Jong and Wouter B. Veldhuis and Adolfo Correa and James G. Terry and John Jeffrey Carr and Max A. Viergever and Helena M. Verkooijen and Ivana I{\v{s}}gum,10.1148/radiol.2020191621,10,Radiology
Ven10b,conference,The alpha-motoneuron pool as transmitter of rhythmicities in cortical motor drive,"van de Ven, W. J. M. and Kleine, B. U. and van Elswijk, G. A. and Oostenveld, R. and Stegeman, D. F.",,,
Ven10c,conference,[Broad spectrum in vivo diffuse spectrometry - An exploration for improvements to the distinction of the neurovasular bundle during robot prostatectomy (RALP)],"van de Ven, W. J. M. and van Basten, J. P. and de Kruif, B. J. and Dunias, P. and Wieringa, F. P.",,,
Ven11a,inproceedings,Required accuracy of {MR-US} registration for prostate biopsies,"van de Ven, W. J. M. and Litjens, G. and Barentsz, J. O. and Hambrock, T. and Huisman, H. J.",10.1007/978-3-642-23944-1_10,8,
Ven13,inproceedings,Surface-based prostate registration with biomechanical regularization,"van de Ven, W. J. M. and Hu, Y and Barentsz, J. O. and Karssemeijer, N and Barratt, D. and Huisman, H. J.",10.1117/12.2007580,6,
Ven13b,article,Simulated required accuracy of image registration tools for targeting high-grade cancer components with prostate biopsies,"van de Ven, W. J. M. and Hulsbergen-van de Kaa, C. A. and Hambrock, T. and Barentsz, J. O. and Huisman, H. J.",10.1007/s00330-012-2701-1,40,ER
Ven13c,article,Prostate cancer: {MRI/US}-guided biopsy -- a viable alternative to {TRUS}-guidance,"van de Ven, W. J. M. and Barentsz, J. O.",10.1038/nrurol.2013.179,,NRU
Ven13d,conference,Image registration for prostate {MR} guided biopsy using automated biomechanical modeling,Wendy J. M. van de Ven and Nico Karssemeijer and Jelle O. Barentsz and Henkjan J. Huisman,,,
Ven14,conference,Electro-magnetic tracker-based fusion for image-guided {TRUS} prostate biopsy,W. J. M. van de Ven and S. Rinsma and N. Karssemeijer and J. O. Barentsz and H. J. Huisman,,3,
Ven16,phdthesis,MRI guided TRUS prostate biopsy - a viable alternative?,"van de Ven, W.",,,PhD thesis
Ven16a,article,Visibility of prostate cancer on transrectal ultrasound during fusion with multi-parametric magnetic resonance imaging for biopsy,"van de Ven, W.J M. and Sedelaar, J.P.M. and van der Leest, M.M.G. and Hulsbergen-van de Kaa, C.A. and Barentsz, J.O. and Futterer, J.J. and Huisman, Henkjan J.",10.1016/j.clinimag.2016.02.005,15,CLINI
Ven16f,article,MR}-targeted {TRUS} prostate biopsy using local reference augmentation: initial experience,"van de Ven}, Wendy J. M. and Venderink, Wulphert and Sedelaar, J. P. Michiel and Veltman, Jeroen and Barentsz, Jelle O. and F{\""{u}}tterer, Jurgen J. and Cornel, Erik B. and Huisman, Henkjan J.",10.1007/s11255-016-1283-2,6,IUN
Vend17c,article,Retrospective comparison of direct in-bore magnetic resonance imaging (MRI) guided biopsy and fusion guided biopsy in patients with MRI lesions which are likely or highly likely to be clinically significant prostate cancer,Wulphert Venderink and Marloes van der Leest and Annemarijke van Luijtelaar and Wendy JM van de Ven and Jurgen J Futterer and JP Michiel Sedelaar and Henkjan J Huisman,10.1007/s00345-017-2085-6,18,WJU
Vend18,article,Elastic versus rigid image registration in {MRI-TRUS} fusion prostate biopsy: a systematic review and meta-analysis,"Venderink, Wulphert and de Rooij, Maarten and Sedelaar, Michiel J. and Huisman, Henkjan J. and Futterer, Jurgen J.",10.1016/j.euf.2016.07.003,,EUF
Venh15a,conference,Automated Quantification of Subretinal Fluid in Central Serous Chorioretinopathy in {3D} Optical Coherence Tomography Images,Freerk G. Venhuizen and Myrte B. Breukink and Bram van Ginneken and Mark J. J. P. van Grinsven and Bart Bloemen and Carel B. Hoyng and Thomas Theelen and Camiel J. F. Boon and Clara I. S\'{a}nchez,,,
Venh15b,inproceedings,Automated Age-Related Macular Degeneration Classification in {OCT} using Unsupervised Feature Learning,Freerk G. Venhuizen and Bram van Ginneken and Bart Bloemen and Mark J. J. P. van Grinsven and Rick Philipsen and Carel Hoyng and Thomas Theelen and Clara I. S\'{a}nchez,10.1117/12.2081521,45,
Venh15c,conference,Vendor Independent Cyst Segmentation in Retinal {SD-OCT} Volumes using a Combination of Multiple Scale Convolutional Neural Networks,Freerk G. Venhuizen and Mark J.J.P. van Grinsven and Carel B. Hoyng and Thomas Theelen and Bram van Ginneken and Clara I. S\'{a}nchez,,,
Venh16a,conference,Fully automated quantification of intraretinal cysts in 3D optical coherence tomography,Freerk G. Venhuizen and Mark J. J. P. van Grinsven and Bram van Ginneken and Carel B. Hoyng and Thomas Theelen and Clara I. S\'{a}nchez,,,
Venh17,conference,Fully automated detection of hyperreflective foci in optical coherence tomography,Freerk G. Venhuizen and Samuel Schaffhauser and Vivian Schreur and Bart Liefers and Bram van Ginneken and Carel B. Hoyng and Thomas Theelen and Eiko K. de Jong and Clara I. S\'{a}nchez,,,
