bibkey,type,title,authors,ss_id,all_ss_ids,comment
Vijv16,inproceedings,A single-layer network unsupervised feature learning method for white matter hyperintensity segmentation,Koen Vijverberg and Mohsen Ghafoorian and Inge W M van Uden and Frank-Erik de Leeuw and Bram Platel and Tom Heskes,259805d3206e98af32a66eaf8fc0dfe73f595c4d,,"title matching: single bibkey, single ss_id"
Vink88,article,Low back muscle activity and pelvic rotation during walking,P. Vink and N. Karssemeijer,8f9a31c0e676328f5beb217a9d0a17773eb663ab,,"title matching: single bibkey, single ss_id"
Viss12,article,Increase in perceived case suspiciousness due to local contrast optimisation in digital screening mammography,"Visser, Roelant and Veldkamp, Wouter J H. and Beijerinck, David and Bun, Petra A M. and Deurenberg, Jan J M. and Imhof-Tas, Mechli W. and Schuur, Klaas H. and Snoeren, Miranda M. and den Heeten, Gerard J. and Karssemeijer, Nico and Broeders, Mireille J M.",cebcb3fcae6f033310f2b02000109d815f58ce4f,,"title matching: single bibkey, single ss_id"
Vlie22,article,"Innovations in thoracic imaging: CT, radiomics, AI and x-ray velocimetry",Rozemarijn Vliegenthart and Andreas Fouras and Colin Jacobs and Nickolas Papanikolaou,08c1b02b22c53480dcf792b8346a5ae416a7bc00,,"title matching: single bibkey, single ss_id"
Voge05,article,Sliced alternating {DICOM} series: convenient visualisation of image fusion on {PACS,W. V. Vogel and J. A. van Dalen and H. Huisman and W. J. G. Oyen and N. Karssemeijer,f215d3cfc9eca1506102addb38c3556bbfbcebfb,,"title matching: single bibkey, single ss_id"
Voge07,article,Evaluation of image registration in {PET}/{CT} of the liver and recommendations for optimized imaging,W. V. Vogel and J. A. van Dalen and B. Wiering and H. Huisman and F. H. M. Corstens and T. J. M. Ruers and W. J. G. Oyen,3abdd710e114c17d1575d5f3342cf6a941dc9264,,"title matching: single bibkey, single ss_id"
Vos07,inproceedings,Effect of calibration on computerized analysis of prostate lesions using quantitative dynamic contrast-enhanced magnetic resonance imaging,"Vos, P.C. and Hambrock, T. and F\""utterer, J.J. and Hulsbergen-van De Kaa, C.A. and Barentsz, J.O. and Huisman, H.J.",795bde2ea7cf38546ce966acc3899fbef2bdeeb9,,"title matching: single bibkey, single ss_id"
Vos08,article,Computerized analysis of prostate lesions in the peripheral zone using dynamic contrast enhanced {MRI,"P. C. Vos and T. Hambrock and C. A. Hulsbergen-van de Kaa and J. J. F\""utterer and J. O. Barentsz and H. J. Huisman",f83088af99113dbba4978eea89b86d853b6e6a4c,,"title matching: single bibkey, single ss_id"
Vos08a,inproceedings,Combining T2-weighted with dynamic {MR} images for computerized classification of prostate lesions,"Vos, P. C. and Hambrock, T. and Barentsz, J. O. and Huisman, H. J.",4a7d40986eb610dcc4ad156951d40518370e8682,,"title matching: single bibkey, single ss_id"
Vos09,inproceedings,Automated calibration for computerized analysis of prostate lesions using pharmacokinetic magnetic resonance images,P. C. Vos and T. Hambrock and J. O. Barentsz and H. J. Huisman,fb2365989a762a4e4bf749a126266d6a1cc1de68,,"title matching: single bibkey, single ss_id"
Vos10,article,Computer-assisted analysis of peripheral zone prostate lesions using {T2-weighted} and dynamic contrast enhanced {T1-weighted MRI,P. C. Vos and T. Hambrock and J. O. Barentsz and H. J. Huisman,c27e6795e38902084b5b4d113ff6fff3927c1873,,"title matching: single bibkey, single ss_id"
Vos10a,conference,Computer-assisted Diagnosis of Prostate Cancer with Multimodal{3T} {MR} Imaging,"P. C. Vos and J J F\""utterer and N. Karssemeijer and J O Barentszand H. Huisman",,,
Vos11,phdthesis,Computer Aided Diagnosis of Prostate Cancer with Magnetic Resonance Imaging,Pieter Vos,,,
Vos12,conference,Dynamic contrast enhanced {MR} imaging for the assessment of prostate cancer aggressiveness at 3{T,"Vos, Eline and Litjens, G. and Kobus, Thiele and Hambrock, Thomas and Hulsbergen van de Kaa, Christina and Huisman, Henkjan and Scheenen, Tom",,,
Vos12a,article,Automatic computer-aided detection of prostate cancer based on multiparametric magnetic resonance image analysis,"Vos, P. C. and Barentsz, J. O. and Karssemeijer, N. and Huisman, H. J.",aa4b53329efa2fa1bc2aae5ab34baa945945125b,,single doi match
Vos13,article,Assessment of Prostate Cancer Aggressiveness Using Dynamic Contrast-enhanced Magnetic Resonance Imaging at {3T,"Vos, Eline K and Litjens, G. and Kobus, Thiele and Hambrock, Thomas and Kaa, Christina A and Barentsz, Jelle O and Huisman, Henkjan and Scheenen, Tom WJ",7c673c88257a140be530d9f6503e4737c06d8a7a,,"title matching: single bibkey, single ss_id"
Vos14c,conference,Multiparametric {MR} imaging for the assessment of prostate cancer aggressiveness at 3 {T}esla,Eline Vos and Thiele Kobus and Geert Litjens and Thomas Hambrock and Christina Hulsbergen - van de Kaa and Marnix Maas and Tom Scheenen,,,
Vos15,article,Multiparametric Magnetic Resonance Imaging for Discriminating Low-Grade From High-Grade Prostate Cancer,"Vos, Eline K. and Kobus, Thiele and Litjens, Geert J S. and Hambrock, Thomas and Hulsbergen-van de Kaa, Christina A. and Barentsz, Jelle O. and Maas, Marnix C. and Scheenen, Tom W J.",,,
Vos19,article,Direct automatic coronary calcium scoring in cardiac and chest {CT,"de Vos, Bob D. and Wolterink, Jelmer M. and Leiner, Tim and de Jong, Pim A. and Lessmann, Nikolas and Isgum, Ivana",825003ce25765c8b21815246ebf739eafcce5621,,"title matching: single bibkey, single ss_id"
Vos21,article,Deep Learning-Quantified Calcium Scores for Automatic Cardiovascular Mortality Prediction at Lung Screening Low-Dose CT,"de Vos, Bob D. and Lessmann, Nikolas and de Jong, Pim A. and Isgum, Ivana",f29eb9082f4fd1b632eeea5f668671e6ca685d29,,"title matching: single bibkey, single ss_id"
Vree15,conference,A critical audit of a breast {MRI} screening programme for intermediate and high risk patients in clinical practice,S. Vreemann and A. Gubern-M\'{e}rida and S. Lardenoije and B. Platel and N. Karssemeijer and R.M. Mann,,,
Vree15a,conference,Breast cancers not detected by MRI in a high and intermediate risk screening program,"Vreemann, S and Gubern-M\'{e}rida, A. and Lardenoije, S. and Platel, B. and Karssemeijer, N and Mann, R.",,,
Vree15b,conference,Longitudinal results of a breast MRI screening program for patients at high and intermediate risk; does BRCA status matter?,"Vreemann, S and Gubern-M\'{e}rida, A. and Lardenoije, S. and Platel, B. and Karssemeijer, N and Mann, R.",,,
Vree16,conference,The performance of MRI screening in the detection of breast cancer in an intermediate and high risk screening program,"Vreemann, S and Gubern-M\'{e}rida, A. and Lardenoije, S. and Karssemeijer, N and Mann, R.M.",,,
Vree16a,conference,"Differences between cancers detected in prophylactic mastectomy specimen, screen detected cancers and true interval cancers in women participating in an intermediate and high risk screening program","Vreemann, S and Gubern-M\'{e}rida, A. and Lardenoije, S. and Karssemeijer, N and Mann, R.",,,
Vree16b,conference,Prognostic factors of interval carcinomas occurring in an intermediate and high risk breast cancer screening program,"Vreemann, S and Gubern-M\'{e}rida, A. and Lardenoije, S. and Karssemeijer, N and Mann, R.",,,
Vree16c,conference,Background Parenchymal Enhancement as a predictor of breast cancer grade: a pilot study,"Vreemann, S and Gubern-M\'{e}rida, A. and Borelli, C. and Karssemeijer, N and Mann, R.",,,
Vree17,article,Compressed Sensing for Breast MRI: Resolving the Trade-Off Between Spatial and Temporal Resolution,"Vreemann, Suzan and Rodriguez-Ruiz, Alejandro and Nickel, Dominik and Heacock, Laura and Appelman, Linda and van Zelst, Jan and Karssemeijer, Nico and Weiland, Elisabeth and Maas, Marnix and Moy, Linda and Kiefer, Berthold and Mann, Ritse M",f0dff8ace53e7e0c2bd64dd5f18996eedf10e4cb,,"title matching: single bibkey, single ss_id"
Vree18,article,The correlation of background parenchymal enhancement in the contralateral breast with patient and tumor characteristics of {MRI-screen} detected breast cancers,"Vreemann, Suzan and Gubern-M\'{e}rida, Albert and Borelli, Cristina and Bult, Peter and Karssemeijer, Nico and Mann, Ritse M",6492ea59487a07b4a2c380daeebebb26a6ff8bc2,,"title matching: single bibkey, single ss_id"
Vree18a,phdthesis,Breast MRI for screening: evaluation of clinical practice and future perspectives,Suzan Vreemann,,,
Vree18b,article,The frequency of missed breast cancers in women participating in a high-risk MRI screening program,"Vreemann, S and Gubern-Merida, A and Lardenoije, S and Bult, P and Karssemeijer, N and Pinker, K and Mann, R M",cd47d4eae40407bb844a7322d417cb2fe667e6eb,,"title matching: single bibkey, single ss_id"
Vree18c,article,The added value of mammography in different age-groups of women with and without BRCA mutation screened with breast MRI,"Vreemann, Suzan and van Zelst, Jan C M and Schlooz-Vries, Margrethe and Bult, Peter and Hoogerbrugge, Nicoline and Karssemeijer, Nico and Gubern-Merida, Albert and Mann, Ritse M",7c3b43419293d766b7b6a69c4606d43cbbc13cd2,"['29351b0458efeec9407831afa5be3e3da58f61e1', '7c3b43419293d766b7b6a69c4606d43cbbc13cd2']","title matching: single bibkey with multiple_ss_ids (['29351b0458efeec9407831afa5be3e3da58f61e1', '7c3b43419293d766b7b6a69c4606d43cbbc13cd2']), took the first one with most citations"
Vree18d,article,Influence of Risk Category and Screening Round on the Performance of an MR Imaging and Mammography Screening Program in Carriers of the BRCA Mutation and Other Women at Increased Risk,"Vreemann, Suzan and Gubern-Merida, Albert and Schlooz-Vries, Margrethe S and Bult, Peter and van Gils, Carla H and Hoogerbrugge, Nicoline and Karssemeijer, Nico and Mann, Ritse M",37dd5df4c173aac442ea358dd6135100e21c4451,,"title matching: single bibkey, single ss_id"
Vug18,inproceedings,Vendor-independent soft tissue lesion detection using weakly supervised and unsupervised adversarial domain adaptation,"van Vugt, Joris and Marchiori, Elena and Mann, Ritse and Gubern-Merida, Albert and Moriakov, Nikita and Teuwen, Jonas",bbb3afacdbf1275e48ff46f21d9ac37574f281a6,,"title matching: single bibkey, single ss_id"
Vuka08,inproceedings,AdaBoost Classification for Model Based Segmentation of the Outer Vessel Wall,D. Vukadinovic and T. {van Walsum} and R. Manniesing and A. {van der Lugt} and T.T. {de Weert} and W.J. Niessen,,,
Vuka09,inproceedings,Carotid artery segmentation and plaque quantification in {CTA,"Vukadinovic, D. and van Walsum, T. and Rozie, S. and de Weert, T. and Manniesing, R. and van der Lugt, A. and Niessen, W.",,,
Vuka09a,conference,Automated Segmentation of Atherosclerotic Plaque in {MDCT} Angiogaphy of the Carotid Artery,D. Vukadinovic and T. {van Walsum} and R. Manniesing and S. Rozie and T. T. {de Weert} and A. {van der Lugt} and W. J. Niessen,,,
Vuka10,article,Segmentation of the outer vessel wall of the common carotid artery in {CTA,Danijela Vukadinovic and Theo van Walsum and Rashindra Manniesing and Sietske Rozie and Reinhard Hameeteman and Thomas T de Weert and Aad van der Lugt and Wiro J Niessen,4ea221e633c584c7abce455e17071d4d95b5fa9c,,"title matching: single bibkey, single ss_id"
Vuka11,inproceedings,Region Based Level Set Segmentation of the Outer Wall of the Carotid Bifurcation in {CTA,D. Vukadinovic and T. {van Walsum} and R. Manniesing and S. Rozie and A. {van der Lugt} and W.J. Niessen,c072c0566f86cc9bbd967741584f0b5f2d70f0d4,,"title matching: single bibkey, single ss_id"
Vuka12,article,Automated versus manual segmentation of atherosclerotic carotid plaque volume and components in {CTA}: associations with cardiovascular risk factors,Danijela Vukadinovic and Sietske Rozie and Marjon van Gils and Theo van Walsum and Rashindra Manniesing and Aad van der Lugt and Wiro J Niessen,3e95abdc1bec8622e45fc2258e27f31820754c7b,,"title matching: single bibkey, single ss_id"
Vyaw22,mastersthesis,Automated Cephalometric Analysis on Lateral Headplates for Orthodontic Diagnosis,Sanyog Vyawahare,,,
Waal15,article,Geographic variation in volumetric breast density between screening regions in the Netherlands,"van der Waal}, Dani{\""{e}}lle and Emaus, Marleen J. and Bakker, Marije F. and {den Heeten}, Gerard J. and Karssemeijer, Nico and Pijnappel, Ruud M. and Veldhuis, Wouter B. and Verbeek, Andr{\'{e}} L M. and {van Gils}, Carla H. and Broeders, Mireille J M.",1ed7b8605b403640ecb3443ac8097d8cabf60fe0,,"title matching: single bibkey, single ss_id"
Wal14a,article,Lidocaine increases the anti-inflammatory cytokine IL-10 following mechanical ventilation in healthy mice,"van der Wal, S and Vaneker, M and Steegers, M and van Berkum B and Kox, M and van der Laak, J and van der Hoeven, J and Vissers, K and Scheffer, G J",,,
Wals00,conference,"Image{X}plorer ({iX}), an integrated {W}indows {NT} programming environment for rapid development of medical imaging applications",Th. van Walsum and B. van Ginneken and J. J. Staal and E. J. Vonken and M. A. Viergever,,,
Wand15,conference,Effect of volumetric mammographic density on performance of a breast cancer screening program using full-field digital mammography,"Wanders, J.O.P. and Holland, K. and Veldhuis, W.B. and Mann, R.M. and Peeters, P.H.M. and van Gils, C.H. and Karssemeijer, N",,,
Wand15a,conference,Combined effect of dense and nondense breast volume on breast cancer risk,"Wanders, Johanna O P and Holland, Katharina and Peeters, Petra H M and Karssemeijer, Nico and van Gils, Carla H",,,
Wand15b,conference,Volumetric breast density and the risk of screen detected and interval breast cancer,"Wanders, Johanna O P and Holland, Katharina and Peeters, Petra H M and Karssemeijer, Nico and van Gils, Carla H",,,
Wand15c,conference,Effect of volumetric mammographic density on performance of a breast cancer screening program using full-field digital mammography,"Wanders, Johanna O P and Holland, Katharina and Veldhuis, Wouter B and Mann, Ritse M and Peeters, Petra H M and van Gils, Carla H and Karssemeijer, Nico",,,
Wand16,conference,Volumetric Breast Density And The Risk Of Screen-Detected And Interval Breast Cancer,"Wanders, J. and Holland, K. and Peeters, P. and Karssemeijer, N. and {van Gils}, C.",,,
Wand17,article,Volumetric breast density affects performance of digital screening mammography,"Wanders, Johanna O P and Holland, Katharina and Veldhuis, Wouter B and Mann, Ritse M and Pijnappel, Ruud M and Peeters, Petra H M and van Gils, Carla H and Karssemeijer, Nico",f450e015384d3f06fb1b1885536cdec1d634c785,,"title matching: single bibkey, single ss_id"
Wand17a,article,The effect of volumetric breast density on the risk of screen-detected and interval breast cancers: a cohort study,"Wanders, Johanna O.P. and Holland, Katharina and Karssemeijer, Nico and Peeters, Petra H.M. and Veldhuis, Wouter B. and Mann, Ritse M. and {van Gils}, Carla H.",d677e08922a1c646ef739f06bae679cc795ba362,"['10123038b80006871abc7396810bed15bfa29387', 'd677e08922a1c646ef739f06bae679cc795ba362']","multiple doi matches ['10123038b80006871abc7396810bed15bfa29387', 'd677e08922a1c646ef739f06bae679cc795ba362'], took the first one with most citations"
Wang12,conference,Fully automatic breast segmentation in 3{D} breast {MRI,Lei Wang and Bram Platel and Tatyana Ivanovskaya and Markus Harz and Horst Hahn,fabfffd7aae0db57366584e57e24ca05c29cce57,,"title matching: single bibkey, single ss_id"
Wang15,inproceedings,A fast alignment method for breast {MRI} follow-up studies using automated breast segmentation and current-prior registration,Lei Wang and Jan Strehlow and Jan Ruehaak and Florian Weiler and Yago Diez and Albert Gubern-M\'{e}rida and Susanne Diekmann and Hendrik Laue and Horst K. Hahn,,,
Wang15a,conference,Automated detection of motion in breast {DCE-MRI} to assess study quality and prevent unnecessary call-backs,L. Wang and A. Gubern-M\'{e}rida and O. Diaz and Y. Diez and R. M. Mann and S. Diekmann and F. Zohrer and H. Laue and J. Schwaab,,,
Wang15b,conference,Automatic Spatial Linking of Lesions in Breast MRI Follow-up Images,L. Wang and A. Gubern-M\'{e}rida and S. D. Diekmann and R. M. Mann and H. O. Laue and H. K. Hahn,,,
